ACTCMMID,C100_4,CITY,COSTT4_A,INSTNM,LATITUDE,LONGITUDE,SAT_AVG,SCHTYPE,STABBR,TRANS_4,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_MEN,UGDS_WHITE,UGDS_WOMEN,Year
20.0,0.1111,Jacksonville,33625.0,MacMurray College,39.730918,-90.223986,946.0,1.0,IL,0.0,25110.0,25110.0,551.0,0.0,0.0018,0.1016,0.0617,0.5009,0.755,0.4991,2017
22.0,0.3612,Lebanon,40195.0,McKendree University,38.608154,-89.816822,1025.0,1.0,IL,0.0,28740.0,28740.0,2220.0,0.0063,0.0086,0.1392,0.0523,0.4604,0.6545,0.5396,2017
21.0,0.1538,Peoria,37703.0,Methodist College,40.7804,-89.682864,990.0,1.0,IL,0.0,20710.0,20710.0,672.0,0.003,0.0223,0.0893,0.0208,0.1265,0.8274,0.8735,2017
23.0,0.49,Decatur,43149.0,Millikin University,39.842612,-88.976298,1047.0,1.0,IL,0.0,31824.0,31824.0,1913.0,0.0021,0.0125,0.139,0.0638,0.4219,0.7120000000000001,0.5781,2017
23.0,0.4732,Monmouth,45005.0,Monmouth College,40.914823999999996,-90.63731,1045.0,1.0,IL,0.0,35300.0,35300.0,1133.0,0.0044,0.0159,0.0971,0.1139,0.48100000000000004,0.6275,0.519,2017
25.0,0.5628,Naperville,46799.0,North Central College,41.77576,-88.14279,1123.0,1.0,IL,0.0,36654.0,36654.0,2626.0,0.0015,0.0282,0.0381,0.1348,0.4657,0.6801,0.5343,2017
21.0,0.3879,Chicago,34232.0,North Park University,41.975268,-87.709948,993.0,1.0,IL,0.0,27210.0,27210.0,2119.0,0.0014,0.0698,0.0807,0.2407,0.3738,0.46299999999999997,0.6262,2017
22.0,0.2347,Dekalb,28725.0,Northern Illinois University,41.933869,-88.766428,1030.0,0.0,IL,0.0,14204.0,23670.0,14036.0,0.0013,0.0505,0.1572,0.1673,0.5074,0.562,0.4926,2017
33.0,0.8396,Evanston,67887.0,Northwestern University,42.050356,-87.679858,1470.0,1.0,IL,0.0,50855.0,50855.0,8563.0,0.0006,0.1711,0.059000000000000004,0.1248,0.499,0.4844,0.501,2017
18.0,0.0379,Chicago,23097.0,Northeastern Illinois University,41.980399,-87.718983,870.0,0.0,IL,0.3996,10138.0,18514.0,7570.0,0.002,0.0921,0.1082,0.3811,0.4384,0.3058,0.5616,2017
24.0,0.4655,Bourbonnais,43883.0,Olivet Nazarene University,41.155237,-87.875165,1099.0,1.0,IL,0.0,33940.0,33940.0,3348.0,0.0009,0.0197,0.0797,0.0747,0.402,0.7897,0.598,2017
21.0,0.3456,Quincy,39686.0,Quincy University,39.938897999999995,-91.385975,991.0,1.0,IL,0.0,27128.0,27128.0,1081.0,0.0028,0.0148,0.1138,0.0352,0.4681,0.7179,0.5319,2017
22.0,0.3194,Rockford,39242.0,Rockford University,42.270639,-89.019536,1011.0,1.0,IL,0.0,29180.0,29180.0,1037.0,0.0019,0.0183,0.0974,0.1379,0.4137,0.6808,0.5863,2017
22.0,0.2599,Chicago,43029.0,Roosevelt University,41.876055,-87.62495200000001,1012.0,1.0,IL,0.4657,28119.0,28119.0,2710.0,0.0026,0.0539,0.1801,0.2362,0.3646,0.4483,0.6354,2017
23.0,0.4965,River Forest,38893.0,Dominican University,41.902678,-87.823003,1050.0,1.0,IL,0.3115,31570.0,31570.0,2288.0,0.0017,0.031,0.0708,0.4843,0.3317,0.3523,0.6683,2017
23.0,0.4429,Joliet,39175.0,University of St Francis,41.532225,-88.096057,1068.0,1.0,IL,0.0,30840.0,30840.0,1606.0,0.0031,0.0174,0.0847,0.1806,0.3394,0.6488,0.6606,2017
22.0,0.3135,Chicago,38260.0,Saint Xavier University,41.707198999999996,-87.714749,1009.0,1.0,IL,0.0,32250.0,32250.0,2931.0,0.0007,0.0314,0.1273,0.3531,0.3541,0.42200000000000004,0.6459,2017
23.0,0.3711,Springfield,23469.0,University of Illinois at Springfield,39.729524,-89.616796,1067.0,0.0,IL,0.0,11413.0,20938.0,2877.0,0.0021,0.0361,0.1474,0.0806,0.4908,0.6409,0.5092,2017
22.0,0.2661,Carbondale,26868.0,Southern Illinois University-Carbondale,37.714193,-89.21727299999999,1029.0,0.0,IL,0.0,13481.0,27130.0,12056.0,0.0019,0.0169,0.1719,0.0885,0.545,0.649,0.455,2017
23.0,0.2572,Edwardsville,21538.0,Southern Illinois University-Edwardsville,38.793949,-89.99777900000001,1068.0,0.0,IL,0.3942,11008.0,23536.0,11652.0,0.003,0.0193,0.1433,0.0427,0.4703,0.7346,0.5297,2017
24.0,0.4402,Palos Heights,39155.0,Trinity Christian College,41.667687,-87.783973,1081.0,1.0,IL,0.2265,27675.0,27675.0,1085.0,0.0028,0.0111,0.0894,0.1207,0.3281,0.6516,0.6719,2017
24.0,0.4647,Deerfield,41416.0,Trinity International University-Illinois,42.197945000000004,-87.880851,1079.0,1.0,IL,0.0,30130.0,30130.0,776.0,0.0,0.0399,0.1314,0.0503,0.518,0.6482,0.48200000000000004,2017
23.0,0.4118,Chicago,37471.0,VanderCook College of Music,41.836833,-87.629138,1050.0,1.0,IL,0.3824,27180.0,27180.0,103.0,0.0,0.0097,0.068,0.2233,0.5146,0.5825,0.4854,2017
21.0,0.3067,Macomb,25280.0,Western Illinois University,40.468086,-90.686899,970.0,0.0,IL,0.3412,12655.0,16926.0,8543.0,0.0012,0.0087,0.2078,0.1162,0.4906,0.6011,0.5094,2017
30.0,0.8223,Wheaton,45154.0,Wheaton College,41.870176,-88.099643,1306.0,1.0,IL,0.0,34050.0,34050.0,2432.0,0.0008,0.0925,0.0271,0.0551,0.465,0.7496,0.535,2017
25.0,0.3814,Chicago,57674.0,School of the Art Institute of Chicago,41.88105,-87.62575799999999,1155.0,1.0,IL,0.2483,43960.0,43960.0,2843.0,0.0039,0.1203,0.0341,0.0915,0.2751,0.3633,0.7249,2016
21.0,0.4185,Aurora,32529.0,Aurora University,41.753631,-88.349023,990.0,1.0,IL,0.0,22080.0,22080.0,3567.0,0.0039,0.0247,0.0779,0.2459,0.3583,0.5641,0.6417,2016
22.0,0.3151,Carlinville,27262.0,Blackburn College,39.287896,-89.87024100000001,1005.0,1.0,IL,0.0,20364.0,20364.0,579.0,0.0017,0.0069,0.1295,0.0173,0.456,0.7979,0.544,2016
26.0,0.5289,Peoria,43630.0,Bradley University,40.696896,-89.616786,1163.0,1.0,IL,0.0,31480.0,31480.0,4436.0,0.002,0.0298,0.0467,0.0591,0.4908,0.6413,0.5092,2016
18.0,0.0221,Chicago,20305.0,Chicago State University,41.718446,-87.60938399999999,875.0,0.0,IL,0.5382,9994.0,16954.0,3437.0,0.0032,0.0055,0.7518,0.0768,0.2912,0.0273,0.7088,2016
34.0,0.8561,Chicago,67572.0,University of Chicago,41.787994,-87.59953900000001,1506.0,1.0,IL,0.0,51351.0,51351.0,5869.0,0.0024,0.1741,0.0504,0.0849,0.5246,0.4451,0.4754,2016
23.0,0.4652,River Forest,37972.0,Concordia University-Chicago,41.898696,-87.80948199999999,1047.0,1.0,IL,0.0,29520.0,29520.0,1447.0,0.0014,0.0304,0.1292,0.255,0.4202,0.5356,0.5798,2016
22.0,0.3177,Charleston,23656.0,Eastern Illinois University,39.479843,-88.175658,1010.0,0.0,IL,0.3189,11312.0,13442.0,7063.0,0.0023,0.0101,0.191,0.0614,0.4069,0.6804,0.5931,2016
24.0,0.5428,Elmhurst,44473.0,Elmhurst College,41.897164000000004,-87.945369,1090.0,1.0,IL,0.0,34450.0,34450.0,2752.0,0.0004,0.0563,0.0501,0.1701,0.40299999999999997,0.6701,0.597,2016
22.0,0.3846,Eureka,29515.0,Eureka College,40.71482,-89.269624,1033.0,1.0,IL,0.0,20510.0,20510.0,685.0,0.0029,0.0073,0.0467,0.0263,0.4569,0.8394,0.5431,2016
22.0,0.4506,Greenville,35664.0,Greenville University,38.894162,-89.40824,1022.0,1.0,IL,0.0,25088.0,25088.0,1042.0,0.0067,0.0096,0.0979,0.0566,0.4933,0.6248,0.5067,2016
22.0,0.1066,Skokie,36612.0,Hebrew Theological College,42.010103,-87.760874,1048.0,1.0,IL,0.0,19900.0,19900.0,476.0,0.0,0.0,0.0,0.0,0.1261,0.9979,0.8739,2016
24.0,0.3378,Chicago,25046.0,University of Illinois at Chicago,41.871837,-87.650503,1092.0,0.0,IL,0.2962,13664.0,26520.0,17368.0,0.0009,0.2241,0.0818,0.2843,0.4982,0.3403,0.5018,2016
29.0,0.7097,Champaign,29568.0,University of Illinois at Urbana-Champaign,40.104718,-88.229114,1305.0,0.0,IL,0.0,15054.0,30214.0,32170.0,0.0006,0.1734,0.0551,0.0962,0.5584,0.4816,0.4416,2016
28.0,0.7834,Bloomington,52548.0,Illinois Wesleyan University,40.489901,-88.992014,1249.0,1.0,IL,0.0,42490.0,42490.0,1834.0,0.0005,0.0425,0.0403,0.0671,0.4417,0.7132,0.5583,2016
28.0,0.3794,Chicago,53585.0,Illinois Institute of Technology,41.8313,-87.627321,1251.0,1.0,IL,0.1096,43680.0,43680.0,2923.0,0.0034,0.13,0.0585,0.1553,0.7024,0.3257,0.2976,2016
24.0,0.4778,Normal,27018.0,Illinois State University,40.509403000000006,-88.99005799999999,1090.0,0.0,IL,0.0,13666.0,21482.0,18343.0,0.001,0.0227,0.0775,0.0944,0.4508,0.769,0.5492,2016
24.0,0.4043,Elgin,39062.0,Judson University,42.061754,-88.291336,1086.0,1.0,IL,0.0,28170.0,28170.0,1076.0,0.0009,0.0223,0.0818,0.1654,0.4099,0.5818,0.5901,2016
23.0,0.4479,Romeoville,36962.0,Lewis University,41.605432,-88.079032,1051.0,1.0,IL,0.0,29040.0,29040.0,4529.0,0.0009,0.0378,0.0631,0.1914,0.4328,0.639,0.5672,2016
22.0,0.3016,Lincoln,28363.0,Lincoln Christian University,40.148924,-89.346721,1013.0,1.0,IL,0.1549,12900.0,12900.0,506.0,0.0119,0.0119,0.087,0.0435,0.5455,0.7984,0.4545,2016
17.0,0.1053,Lincoln,29624.0,Lincoln College,40.155442,-89.36153,824.0,1.0,IL,0.5423,17700.0,17700.0,1118.0,0.0027,0.0018,0.415,0.0671,0.4213,0.4544,0.5787,2016
27.0,0.6373,Chicago,50954.0,Loyola University Chicago,42.000765,-87.65687199999999,1195.0,1.0,IL,0.0,40426.0,40426.0,10276.0,0.0006,0.1156,0.0444,0.1425,0.35100000000000003,0.5814,0.649,2016
20.0,0.1979,Jacksonville,32851.0,MacMurray College,39.730918,-90.223986,922.0,1.0,IL,0.0,24172.0,24172.0,569.0,0.0,0.0018,0.1213,0.0668,0.4903,0.7434,0.5097,2016
22.0,0.3344,Lebanon,38810.0,McKendree University,38.608154,-89.816822,1006.0,1.0,IL,0.0,27930.0,27930.0,2292.0,0.0092,0.0105,0.1422,0.0462,0.4559,0.6793,0.5441,2016
23.0,0.4787,Decatur,40764.0,Millikin University,39.842612,-88.976298,1069.0,1.0,IL,0.0,30630.0,30630.0,2012.0,0.002,0.0119,0.1352,0.0596,0.423,0.7321,0.5770000000000001,2016
23.0,0.4841,Monmouth,43686.0,Monmouth College,40.914823999999996,-90.63731,1070.0,1.0,IL,0.0,34200.0,34200.0,1173.0,0.006,0.0179,0.0955,0.1219,0.4757,0.6257,0.5243,2016
25.0,0.5258,Naperville,45282.0,North Central College,41.77576,-88.14279,1125.0,1.0,IL,0.0,35421.0,35421.0,2633.0,0.0023,0.0243,0.0391,0.1124,0.46299999999999997,0.706,0.537,2016
22.0,0.3407,Chicago,32702.0,North Park University,41.975268,-87.709948,1014.0,1.0,IL,0.0,25860.0,25860.0,2139.0,0.0014,0.065,0.0837,0.2151,0.3651,0.4942,0.6349,2016
22.0,0.2523,Dekalb,27837.0,Northern Illinois University,41.933869,-88.766428,1029.0,0.0,IL,0.0,14295.0,23761.0,14952.0,0.0015,0.0501,0.1596,0.1542,0.5086,0.5718,0.4914,2016
33.0,0.8242,Evanston,65436.0,Northwestern University,42.050356,-87.679858,1460.0,1.0,IL,0.0,49047.0,49047.0,8576.0,0.0003,0.174,0.0599,0.1151,0.5012,0.5037,0.4988,2016
18.0,0.0502,Chicago,22519.0,Northeastern Illinois University,41.980399,-87.718983,870.0,0.0,IL,0.3454,9351.0,17079.0,7979.0,0.0023,0.094,0.1014,0.3744,0.4444,0.3346,0.5556,2016
24.0,0.5123,Bourbonnais,42667.0,Olivet Nazarene University,41.155237,-87.875165,1078.0,1.0,IL,0.0,32790.0,32790.0,3389.0,0.0015,0.018000000000000002,0.0808,0.069,0.3924,0.7934,0.6076,2016
22.0,0.3266,Quincy,38543.0,Quincy University,39.938897999999995,-91.385975,1010.0,1.0,IL,0.0,26998.0,26998.0,1065.0,0.0019,0.0094,0.1202,0.0469,0.462,0.6986,0.5379999999999999,2016
22.0,0.2472,Rockford,38033.0,Rockford University,42.270639,-89.019536,1007.0,1.0,IL,0.0,28330.0,28330.0,1033.0,0.001,0.0155,0.0852,0.1375,0.4017,0.6689,0.5983,2016
22.0,0.2526,Chicago,40660.0,Roosevelt University,41.876055,-87.62495200000001,1038.0,1.0,IL,0.0,27300.0,27300.0,3197.0,0.0016,0.05,0.1799,0.2349,0.361,0.4495,0.639,2016
22.0,0.4765,River Forest,38405.0,Dominican University,41.902678,-87.823003,1010.0,1.0,IL,0.3407,30670.0,30670.0,2241.0,0.0009,0.0259,0.0665,0.4761,0.3387,0.3784,0.6613,2016
23.0,0.4126,Joliet,37824.0,University of St Francis,41.532225,-88.096057,1069.0,1.0,IL,0.0,29950.0,29950.0,1642.0,0.0037,0.0238,0.0755,0.1608,0.3246,0.6742,0.6754,2016
21.0,0.2991,Chicago,37874.0,Saint Xavier University,41.707198999999996,-87.714749,990.0,1.0,IL,0.0,30920.0,30920.0,2966.0,0.0027,0.0266,0.1376,0.324,0.3321,0.4488,0.6679,2016
23.0,0.3415,Springfield,24319.0,University of Illinois at Springfield,39.729524,-89.616796,1068.0,0.0,IL,0.0,11413.0,20938.0,2857.0,0.0021,0.0375,0.1561,0.0686,0.4949,0.6255,0.5051,2016
22.0,0.2615,Carbondale,25692.0,Southern Illinois University-Carbondale,37.714193,-89.21727299999999,1032.0,0.0,IL,0.0957,13137.0,26390.0,12858.0,0.0022,0.0161,0.1919,0.0849,0.5442,0.6371,0.4558,2016
23.0,0.2632,Edwardsville,22278.0,Southern Illinois University-Edwardsville,38.793949,-89.99777900000001,1070.0,0.0,IL,0.37,10247.0,21740.0,11717.0,0.0025,0.0166,0.1529,0.0411,0.4658,0.7315,0.5342,2016
24.0,0.5124,Palos Heights,37417.0,Trinity Christian College,41.667687,-87.783973,1097.0,1.0,IL,0.0,26665.0,26665.0,1152.0,0.0017,0.0139,0.0998,0.1267,0.3203,0.6502,0.6797,2016
23.0,0.32899999999999996,Deerfield,39500.0,Trinity International University-Illinois,42.197945000000004,-87.880851,1042.0,1.0,IL,0.0,28700.0,28700.0,838.0,0.0012,0.0274,0.142,0.0477,0.5131,0.6313,0.4869,2016
25.0,0.4667,Chicago,38764.0,VanderCook College of Music,41.836833,-87.629138,1107.0,1.0,IL,0.0,26300.0,26300.0,104.0,0.0,0.0192,0.0769,0.2115,0.5673,0.6154,0.4327,2016
21.0,0.3154,Macomb,25234.0,Western Illinois University,40.468086,-90.686899,970.0,0.0,IL,0.3362,12889.0,17291.0,9141.0,0.0014,0.0093,0.1948,0.1067,0.4969,0.6214,0.5031,2016
30.0,0.8081,Wheaton,43715.0,Wheaton College,41.870176,-88.099643,1314.0,1.0,IL,0.0,32950.0,32950.0,2447.0,0.0004,0.0866,0.0266,0.0552,0.4671,0.7559999999999999,0.5329,2016
23.0,0.3696,Chicago,57361.0,School of the Art Institute of Chicago,41.88105,-87.62575799999999,1065.0,1.0,IL,0.22,42230.0,42230.0,2783.0,0.004,0.1276,0.0291,0.0744,0.2846,0.4039,0.7154,2015
22.0,0.435,Aurora,31767.0,Aurora University,41.753631,-88.349023,1010.0,1.0,IL,0.0,21320.0,21320.0,3199.0,0.0038,0.0228,0.086,0.2338,0.3335,0.5705,0.6665,2015
21.0,0.3041,Carlinville,25292.0,Blackburn College,39.287896,-89.87024100000001,989.0,1.0,IL,0.0,19560.0,19560.0,578.0,0.0052,0.0121,0.109,0.0225,0.4567,0.8201,0.5433,2015
26.0,0.5078,Peoria,42090.0,Bradley University,40.696896,-89.616786,1162.0,1.0,IL,0.0,30844.0,30844.0,4585.0,0.002,0.0301,0.0519,0.0606,0.4862,0.7014,0.5138,2015
18.0,0.0249,Chicago,19120.0,Chicago State University,41.718446,-87.60938399999999,870.0,0.0,IL,0.5,9846.0,16806.0,3874.0,0.0013,0.0054,0.7367,0.0746,0.2845,0.0232,0.7155,2015
34.0,0.8652,Chicago,64988.0,University of Chicago,41.787994,-87.59953900000001,1505.0,1.0,IL,0.0,49380.0,49380.0,5729.0,0.0019,0.1714,0.0475,0.0861,0.5273,0.4491,0.4727,2015
22.0,0.5422,River Forest,36468.0,Concordia University-Chicago,41.898696,-87.80948199999999,1031.0,1.0,IL,0.0,28718.0,28718.0,1491.0,0.0007,0.0228,0.1294,0.2408,0.3877,0.5533,0.6123,2015
22.0,0.3299,Charleston,23811.0,Eastern Illinois University,39.479843,-88.175658,1010.0,0.0,IL,0.3067,11108.0,28088.0,7525.0,0.0023,0.0082,0.1878,0.0546,0.4023,0.6974,0.5977,2015
24.0,0.6076,Elmhurst,44143.0,Elmhurst College,41.897164000000004,-87.945369,1089.0,1.0,IL,0.0,33950.0,33950.0,2773.0,0.0014,0.0483,0.0447,0.1551,0.3992,0.6971,0.6008,2015
23.0,0.3464,Eureka,28945.0,Eureka College,40.71482,-89.269624,1053.0,1.0,IL,0.0,20060.0,20060.0,652.0,0.0031,0.0077,0.0537,0.023,0.4387,0.8390000000000001,0.5613,2015
23.0,0.3967,Greenville,34512.0,Greenville University,38.894162,-89.40824,1056.0,1.0,IL,0.0,24360.0,24360.0,1055.0,0.0,0.0095,0.0929,0.0493,0.5071,0.7592,0.4929,2015
22.0,0.0507,Skokie,34558.0,Hebrew Theological College,42.010103,-87.760874,1030.0,1.0,IL,0.0,19190.0,19190.0,404.0,0.0,0.0,0.0,0.0,0.1535,1.0,0.8465,2015
25.0,0.3332,Chicago,25146.0,University of Illinois at Chicago,41.871837,-87.650503,1125.0,0.0,IL,0.0,13634.0,26024.0,16635.0,0.0011,0.2284,0.0789,0.2644,0.4982,0.3591,0.5018,2015
22.0,0.3249,Lisle,35143.0,Benedictine University,41.777569,-88.097307,1030.0,1.0,IL,0.0276,26558.0,26558.0,3750.0,0.0024,0.1501,0.0944,0.1053,0.4144,0.4557,0.5856,2015
29.0,0.6922,Champaign,29086.0,University of Illinois at Urbana-Champaign,40.104718,-88.229114,1326.0,0.0,IL,0.0,15020.0,29646.0,31875.0,0.0005,0.1625,0.0544,0.0879,0.5603,0.5071,0.4397,2015
28.0,0.7491,Bloomington,50324.0,Illinois Wesleyan University,40.489901,-88.992014,1249.0,1.0,IL,0.0,40844.0,40844.0,1883.0,0.0027,0.0435,0.0457,0.068,0.4387,0.7095,0.5613,2015
28.0,0.2832,Chicago,51572.0,Illinois Institute of Technology,41.8313,-87.627321,1266.0,1.0,IL,0.0,41645.0,41645.0,3046.0,0.0033,0.1129,0.0607,0.1402,0.6940000000000001,0.3326,0.306,2015
24.0,0.4562,Normal,26259.0,Illinois State University,40.509403000000006,-88.99005799999999,1110.0,0.0,IL,0.0,13296.0,20886.0,18056.0,0.0012,0.0217,0.0738,0.0879,0.4495,0.7817,0.5505,2015
23.0,0.3128,Elgin,39014.0,Judson University,42.061754,-88.291336,1080.0,1.0,IL,0.0,27530.0,27530.0,1051.0,0.0019,0.0152,0.0771,0.1313,0.4234,0.6194,0.5766,2015
23.0,0.423,Romeoville,34901.0,Lewis University,41.605432,-88.079032,1070.0,1.0,IL,0.0,27830.0,27830.0,4605.0,0.0004,0.0328,0.0697,0.182,0.4267,0.6554,0.5733,2015
22.0,0.3133,Lincoln,26434.0,Lincoln Christian University,40.148924,-89.346721,1006.0,1.0,IL,0.0,16050.0,16050.0,553.0,0.0127,0.0108,0.0868,0.0362,0.4756,0.8047,0.5244,2015
25.0,0.0,Lincoln,29217.0,Lincoln College,40.155442,-89.36153,1125.0,1.0,IL,0.5165,17500.0,17500.0,1184.0,0.0042,0.0025,0.4054,0.0507,0.4324,0.4814,0.5676,2015
27.0,0.6521,Chicago,48958.0,Loyola University Chicago,42.000765,-87.65687199999999,1212.0,1.0,IL,0.0,37412.0,37412.0,10042.0,0.001,0.1105,0.0376,0.132,0.3528,0.6028,0.6472,2015
21.0,0.2333,Jacksonville,31846.0,MacMurray College,39.730918,-90.223986,970.0,1.0,IL,0.0,23600.0,23600.0,546.0,0.0018,0.0,0.1227,0.0531,0.4524,0.7601,0.5476,2015
23.0,0.3571,Lebanon,37845.0,McKendree University,38.608154,-89.816822,1048.0,1.0,IL,0.0,26900.0,26900.0,2452.0,0.0098,0.011000000000000001,0.1399,0.0432,0.436,0.6909,0.564,2015
23.0,0.5103,Decatur,39472.0,Millikin University,39.842612,-88.976298,1046.0,1.0,IL,0.0,29620.0,29620.0,2082.0,0.0024,0.0082,0.1388,0.06,0.4078,0.7354,0.5922,2015
22.0,0.4752,Monmouth,42027.0,Monmouth College,40.914823999999996,-90.63731,1033.0,1.0,IL,0.0,33200.0,33200.0,1281.0,0.0062,0.0148,0.1132,0.1335,0.4543,0.6432,0.5457,2015
25.0,0.4962,Naperville,43557.0,North Central College,41.77576,-88.14279,1125.0,1.0,IL,0.0,34230.0,34230.0,2685.0,0.0011,0.0186,0.0402,0.0968,0.4406,0.7337,0.5594,2015
22.0,0.3406,Chicago,31964.0,North Park University,41.975268,-87.709948,1025.0,1.0,IL,0.0,24600.0,24600.0,2181.0,0.0014,0.0637,0.0899,0.1999,0.3709,0.4984,0.6291,2015
22.0,0.2525,Dekalb,27959.0,Northern Illinois University,41.933869,-88.766428,1030.0,0.0,IL,0.0,13505.0,22784.0,15391.0,0.0015,0.0492,0.163,0.1442,0.5074,0.5811,0.4926,2015
33.0,0.8536,Evanston,63028.0,Northwestern University,42.050356,-87.679858,1461.0,1.0,IL,0.0,47251.0,47251.0,8725.0,0.0005,0.1693,0.0579,0.1084,0.4955,0.5263,0.5045,2015
19.0,0.0504,Chicago,23095.0,Northeastern Illinois University,41.980399,-87.718983,890.0,0.0,IL,0.4086,8868.0,16164.0,8284.0,0.0022,0.0936,0.1041,0.3595,0.4392,0.3579,0.5608,2015
24.0,0.4444,Bourbonnais,40949.0,Olivet Nazarene University,41.155237,-87.875165,1105.0,1.0,IL,0.0,31390.0,31390.0,3504.0,0.002,0.0228,0.0833,0.0668,0.3764,0.7945,0.6236,2015
22.0,0.3306,Quincy,36972.0,Quincy University,39.938897999999995,-91.385975,1024.0,1.0,IL,0.0,26572.0,26572.0,1075.0,0.0065,0.0158,0.1023,0.0344,0.44,0.7126,0.56,2015
22.0,0.2727,Rockford,37127.0,Rockford University,42.270639,-89.019536,1009.0,1.0,IL,0.0,27530.0,27530.0,1017.0,0.0,0.0157,0.0924,0.0492,0.3805,0.6706,0.6195,2015
23.0,0.1809,Chicago,42022.0,Roosevelt University,41.876055,-87.62495200000001,1050.0,1.0,IL,0.0,26900.0,26900.0,3727.0,0.0021,0.0502,0.1937,0.2197,0.3703,0.4521,0.6297,2015
22.0,0.47600000000000003,River Forest,36761.0,Dominican University,41.902678,-87.823003,1029.0,1.0,IL,0.3197,29770.0,29770.0,2149.0,0.0009,0.0307,0.0633,0.4435,0.3397,0.4076,0.6603,2015
23.0,0.3793,Joliet,36919.0,University of St Francis,41.532225,-88.096057,1064.0,1.0,IL,0.0,28790.0,28790.0,1732.0,0.004,0.026000000000000002,0.0797,0.1507,0.3181,0.6894,0.6819,2015
22.0,0.3218,Chicago,36152.0,Saint Xavier University,41.707198999999996,-87.714749,1008.0,1.0,IL,0.0,30100.0,30100.0,2940.0,0.0027,0.0269,0.1446,0.2782,0.331,0.484,0.669,2015
24.0,0.3322,Springfield,21630.0,University of Illinois at Springfield,39.729524,-89.616796,1081.0,0.0,IL,0.0,11367.0,20517.0,2969.0,0.0013,0.0354,0.1465,0.062,0.4901,0.6595,0.5099,2015
23.0,0.2455,Carbondale,25105.0,Southern Illinois University-Carbondale,37.714193,-89.21727299999999,1055.0,0.0,IL,0.0,12248.0,24871.0,13171.0,0.0024,0.0166,0.203,0.0785,0.5432,0.633,0.4568,2015
23.0,0.2867,Edwardsville,22219.0,Southern Illinois University-Edwardsville,38.793949,-89.99777900000001,1070.0,0.0,IL,0.3782,9738.0,20682.0,11371.0,0.0024,0.0172,0.1467,0.0382,0.4701,0.7406,0.5299,2015
24.0,0.4511,Palos Heights,35139.0,Trinity Christian College,41.667687,-87.783973,1080.0,1.0,IL,0.0,25515.0,25515.0,1237.0,0.0049,0.0194,0.1019,0.1148,0.3452,0.6896,0.6548,2015
23.0,0.3582,Deerfield,39292.0,Trinity International University-Illinois,42.197945000000004,-87.880851,1062.0,1.0,IL,0.0,27360.0,27360.0,857.0,0.0012,0.0257,0.1389,0.0618,0.5356,0.6161,0.4644,2015
24.0,0.6,Chicago,35742.0,VanderCook College of Music,41.836833,-87.629138,1109.0,1.0,IL,0.0,25690.0,25690.0,108.0,0.0,0.0093,0.0556,0.213,0.5093,0.6667,0.4907,2015
21.0,0.2968,Macomb,25074.0,Western Illinois University,40.468086,-90.686899,970.0,0.0,IL,0.3283,12217.0,16533.0,9645.0,0.0013,0.0094,0.1853,0.0947,0.5071,0.6308,0.4929,2015
30.0,0.7966,Wheaton,42390.0,Wheaton College,41.870176,-88.099643,1311.0,1.0,IL,0.0,31900.0,31900.0,2402.0,0.0012,0.0858,0.0233,0.0533,0.4792,0.7623,0.5208,2015
